invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2023-0113,2025-09-10,9,2025-09-11,Net 1,1,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,25433.57,7.0,1780.35,1.0,2025-09-15,1,0.5
INV-2022-0154,2024-01-24,1,2024-02-09,Net 16,16,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,8414.05,7.5,631.05,1.0,2024-02-09,0,0.5
INV-2022-0240,2021-01-01,1,2021-01-02,Net 1,1,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,25415.58,8.5,2160.32,56005.32,2021-01-02,0,0.5
INV-2023-0188,2021-01-01,1,2021-01-02,Net 1,1,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27578.74,8.5,2344.19,89814.85,2021-01-02,0,0.5
INV-2023-0192,2021-01-01,1,2021-04-01,Net 90,90,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2470.67,7.0,172.95,119993.6,2021-04-16,1,0.5
INV-2022-0256,2021-01-01,1,2021-04-01,Net 90,90,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2633.46,8.25,217.26,27964.52,2021-04-01,0,0.5
INV-2022-0218,2023-11-01,11,2024-01-30,Net 90,90,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,7489.35,9.0,674.04,1.0,2024-01-30,0,0.5
INV-2022-0182,2023-12-14,12,2024-03-13,Net 90,90,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,19390.02,8.5,1648.15,1.0,2024-03-13,0,0.5
INV-2022-0107,2025-12-31,12,2026-03-29,Net 88,88,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10004.8,7.0,700.34,248164.11,2026-03-29,0,0.5
INV-2023-0034,2024-01-14,1,2024-01-25,Net 11,11,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,44429.71,9.0,3998.67,69335.68,2024-01-25,0,0.5
INV-2024-0195,2021-01-01,1,2021-01-02,Net 1,1,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28312.26,8.0,2264.98,199343.83,2021-01-02,0,0.5
INV-2023-0069,2021-01-01,1,2021-01-02,Net 1,1,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34596.12,8.25,2854.18,97752.38,2021-01-02,0,0.5
INV-2024-0056,2024-01-07,1,2024-01-08,Net 1,1,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48403.27,9.0,4356.29,317854.83,2024-01-20,1,0.5
INV-2024-0226,2022-12-24,12,2023-03-24,Net 90,90,USD,V056,Global Works Group,"7141 Innovation Rd, Houston, FL 18512",billing@global-works.com,EI-9112074,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",39,26541.08,8.5,2255.99,48126.93,2023-03-24,0,0.5
INV-2024-0043,2025-12-31,12,2026-03-31,Net 90,90,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,23829.76,7.0,1668.08,1.0,2026-05-06,1,0.5
INV-2023-0076,2022-06-19,6,2022-07-26,Net 37,37,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10367.6,8.0,829.41,1.0,2022-08-21,1,0.5
INV-2024-0007,2025-09-30,9,2025-12-16,Net 77,77,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,36401.71,7.5,2730.13,1.0,2026-01-26,1,0.5
INV-2023-0107,2025-06-22,6,2025-06-23,Net 1,1,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,10749.33,6.25,671.83,7498.92,2025-07-30,1,0.5
INV-2023-0085,2023-08-23,8,2023-09-25,Net 33,33,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,17470.53,6.25,1091.91,49813.81,2023-10-25,1,0.5
INV-2022-0081,2023-11-17,11,2024-02-15,Net 90,90,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,12390.86,7.0,867.36,1.0,2024-02-15,0,0.5
INV-2024-0016,2021-09-14,9,2021-10-29,Net 45,45,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,43892.38,7.0,3072.47,268211.25,2021-12-05,1,0.5
INV-2022-0252,2021-05-26,5,2021-06-14,Net 19,19,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,18918.07,6.25,1182.38,156661.3,2021-06-18,1,0.5
INV-2022-0234,2024-08-16,8,2024-10-22,Net 67,67,USD,V082,Acme Labs Inc,"2298 Enterprise Ave, Austin, NY 23859",billing@acme-labs.com,RB-3008960,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,29364.83,9.0,2642.83,25769.64,2024-10-22,0,0.5
INV-2024-0032,2021-01-01,1,2021-01-02,Net 1,1,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,25210.35,8.0,2016.83,71681.62,2021-01-21,1,0.5
INV-2024-0026,2021-09-18,9,2021-12-17,Net 90,90,USD,V090,Apex Medical LLC,"3729 Industrial Dr, New York, TX 29250",billing@apex-medical.com,UD-7247794,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,48096.76,7.0,3366.77,118546.01,2021-12-17,0,0.5
INV-2024-0184,2024-07-01,7,2024-08-27,Net 57,57,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",34,45522.65,6.25,2845.17,40787.21,2024-09-08,1,0.5
INV-2023-0062,2022-04-02,4,2022-04-03,Net 1,1,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,21967.87,9.0,1977.11,1.0,2022-04-03,0,0.5
INV-2024-0080,2021-01-01,1,2021-04-01,Net 90,90,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,47079.12,9.0,4237.12,249307.61,2021-04-01,0,0.5
INV-2022-0210,2021-08-16,8,2021-09-13,Net 28,28,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3037.54,7.0,212.63,279921.38,2021-09-29,1,0.5
INV-2022-0170,2023-10-17,10,2024-01-13,Net 88,88,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,18170.63,8.0,1453.65,1.0,2024-02-23,1,0.5
INV-2023-0035,2022-09-07,9,2022-12-06,Net 90,90,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",45,14949.6,7.0,1046.47,1.0,2022-12-26,1,0.5
INV-2022-0103,2021-01-01,1,2021-01-02,Net 1,1,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,26802.16,7.0,1876.15,1.0,2021-01-02,0,0.5
INV-2022-0236,2025-12-31,12,2026-01-01,Net 1,1,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,44948.78,8.0,3595.9,164549.38,2026-01-15,1,0.5
INV-2022-0161,2021-01-21,1,2021-01-22,Net 1,1,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33503.21,8.25,2764.01,115933.88,2021-02-27,1,0.5
INV-2023-0094,2025-12-31,12,2026-01-09,Net 9,9,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,48875.55,9.0,4398.8,99414.68,2026-01-26,1,0.5
INV-2022-0013,2021-01-07,1,2021-01-08,Net 1,1,USD,V048,Pacific Tech Co,"9461 Market St, New York, CA 22910",billing@pacific-tech.com,HH-9469872,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8080.65,7.5,606.05,223111.97,2021-01-08,0,0.5
INV-2023-0144,2025-06-16,6,2025-06-17,Net 1,1,USD,V055,Beacon Security Co,"2126 Tech Park Way, Dallas, OH 69383",billing@beacon-security.com,JE-4757974,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,38602.46,8.0,3088.2,249509.83,2025-06-17,0,0.5
INV-2022-0040,2023-07-25,7,2023-10-23,Net 90,90,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,32599.0,8.5,2770.91,34578.58,2023-10-23,0,0.5
INV-2023-0222,2024-02-24,2,2024-04-13,Net 49,49,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,16728.22,7.5,1254.62,70458.35,2024-04-13,0,0.5
INV-2023-0174,2024-07-26,7,2024-10-24,Net 90,90,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27997.12,7.5,2099.78,99534.44,2024-10-24,0,0.5
INV-2022-0098,2021-03-08,3,2021-04-03,Net 26,26,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4671.09,9.0,420.4,1.0,2021-04-03,0,0.5
INV-2024-0277,2025-12-31,12,2026-03-31,Net 90,90,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",48,8692.24,9.0,782.3,111939.21,2026-03-31,0,0.5
INV-2024-0238,2024-09-25,9,2024-09-30,Net 5,5,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10226.1,6.25,639.13,1.0,2024-09-30,0,0.5
INV-2024-0163,2025-10-29,10,2025-10-30,Net 1,1,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,35364.6,7.0,2475.52,31190.91,2025-10-30,0,0.5
INV-2022-0055,2025-12-31,12,2026-01-01,Net 1,1,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,13621.52,7.0,953.51,1.0,2026-01-01,0,0.5
INV-2023-0028,2022-03-08,3,2022-06-06,Net 90,90,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,36441.2,6.25,2277.57,1.0,2022-06-06,0,0.5
INV-2023-0155,2021-01-01,1,2021-02-23,Net 53,53,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,28438.62,8.0,2275.09,116836.18,2021-03-29,1,0.5
INV-2024-0094,2024-04-09,4,2024-05-09,Net 30,30,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,29342.96,7.5,2200.72,67600.36,2024-05-09,0,0.5
INV-2022-0095,2021-07-27,7,2021-08-16,Net 20,20,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",26,9597.34,8.25,791.78,78907.81,2021-08-16,0,0.5
INV-2024-0150,2025-12-31,12,2026-01-01,Net 1,1,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,24744.4,7.0,1732.11,76515.45,2026-02-06,1,0.5
INV-2022-0174,2025-12-31,12,2026-03-31,Net 90,90,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13245.21,8.0,1059.62,1.0,2026-04-12,1,0.5
INV-2024-0051,2022-11-24,11,2022-11-25,Net 1,1,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,14199.33,8.25,1171.44,1.0,2022-12-25,1,0.5
INV-2022-0166,2021-09-05,9,2021-11-25,Net 81,81,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,14750.04,7.0,1032.5,57892.17,2021-11-25,0,0.5
INV-2024-0073,2023-07-14,7,2023-07-15,Net 1,1,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,42684.51,8.5,3628.18,387633.61,2023-08-01,1,0.5
INV-2022-0119,2025-12-31,12,2026-03-02,Net 61,61,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,24508.39,7.0,1715.59,183164.85,2026-03-02,0,0.5
INV-2022-0071,2021-09-29,9,2021-09-30,Net 1,1,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,30902.22,8.5,2626.69,72197.98,2021-09-30,0,0.5
INV-2024-0079,2024-12-03,12,2025-03-03,Net 90,90,USD,V033,Nexus Tech Inc,"504 Corporate Ln, New York, TX 70100",billing@nexus-tech.com,EF-4196340,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4207.34,6.25,262.96,95600.84,2025-03-03,0,0.5
INV-2022-0230,2021-01-01,1,2021-01-02,Net 1,1,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,10150.43,8.5,862.79,136367.99,2021-01-02,0,0.5
INV-2024-0074,2024-06-20,6,2024-09-17,Net 89,89,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",26,29051.99,7.5,2178.9,75362.98,2024-09-17,0,0.5
INV-2022-0155,2021-01-01,1,2021-01-02,Net 1,1,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",43,41791.12,8.25,3447.77,125013.82,2021-01-02,0,0.5
INV-2023-0011,2021-01-01,1,2021-04-01,Net 90,90,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,42277.68,7.0,2959.44,172456.82,2021-05-08,1,0.5
INV-2024-0123,2023-11-03,11,2023-12-06,Net 33,33,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,43109.55,8.25,3556.54,20028.64,2023-12-06,0,0.5
INV-2023-0088,2021-01-01,1,2021-01-02,Net 1,1,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,11952.2,9.0,1075.7,194483.86,2021-01-02,0,0.5
INV-2024-0126,2025-04-30,4,2025-05-01,Net 1,1,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",27,26073.07,8.25,2151.03,81518.39,2025-05-01,0,0.5
INV-2024-0251,2025-12-31,12,2026-01-01,Net 1,1,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34416.14,8.5,2925.37,292557.07,2026-01-24,1,0.5
INV-2023-0086,2024-03-13,3,2024-06-11,Net 90,90,USD,V054,Swift Medical Group,"324 Market St, Dallas, TX 88477",billing@swift-medical.com,FE-9671370,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,5234.21,7.0,366.39,1.0,2024-06-19,1,0.5
INV-2024-0139,2024-04-02,4,2024-07-01,Net 90,90,USD,V018,Beacon Partners Group,"7292 Market St, San Francisco, FL 70566",billing@beacon-partners.com,PY-1787494,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,30712.97,8.5,2610.6,176476.26,2024-07-20,1,0.5
INV-2024-0212,2024-09-08,9,2024-10-21,Net 43,43,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28181.3,7.0,1972.69,99302.46,2024-10-21,0,0.5
INV-2024-0180,2021-09-11,9,2021-10-05,Net 24,24,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,48202.42,8.25,3976.7,74324.63,2021-10-05,0,0.5
INV-2023-0130,2024-10-29,10,2024-12-06,Net 38,38,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20007.46,7.0,1400.52,69956.61,2024-12-06,0,0.5
INV-2024-0245,2025-12-31,12,2026-01-01,Net 1,1,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,37435.89,6.25,2339.74,261676.17,2026-01-01,0,0.5
INV-2022-0091,2024-03-09,3,2024-04-26,Net 48,48,USD,V013,Summit Partners Corp,"512 Innovation Rd, Los Angeles, CO 70692",billing@summit-partners.com,YD-8122313,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,45012.82,8.25,3713.56,306973.94,2024-05-11,1,0.5
INV-2022-0068,2021-01-01,1,2021-01-02,Net 1,1,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15397.83,8.0,1231.83,48503.61,2021-01-02,0,0.5
INV-2023-0131,2023-05-01,5,2023-05-02,Net 1,1,USD,V065,Delta Tech Group,"2991 Industrial Dr, Austin, NY 85683",billing@delta-tech.com,DZ-8726890,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34941.85,8.25,2882.7,39990.14,2023-05-31,1,0.5
INV-2024-0086,2021-01-01,1,2021-01-02,Net 1,1,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,7823.94,7.5,586.8,23413.29,2021-01-02,0,0.5
INV-2024-0208,2021-09-19,9,2021-12-18,Net 90,90,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,17422.36,9.0,1568.01,59826.71,2021-12-18,0,0.5
INV-2023-0060,2021-01-01,1,2021-04-01,Net 90,90,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2204.35,8.0,176.35,1.0,2021-04-01,0,0.5
INV-2023-0019,2023-02-05,2,2023-03-12,Net 35,35,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,27148.97,8.5,2307.66,144298.43,2023-03-12,0,0.5
INV-2023-0217,2025-12-31,12,2026-01-24,Net 24,24,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,7117.93,8.5,605.02,1.0,2026-03-04,1,0.5
INV-2022-0042,2022-11-15,11,2022-11-16,Net 1,1,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,46939.97,8.0,3755.2,390193.16,2022-11-16,0,0.5
INV-2022-0167,2021-01-01,1,2021-01-02,Net 1,1,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,38383.16,7.5,2878.74,48464.67,2021-01-17,1,0.5
INV-2024-0272,2025-12-31,12,2026-02-08,Net 39,39,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,20256.74,8.5,1721.82,126231.03,2026-02-20,1,0.5
INV-2023-0210,2023-09-03,9,2023-10-17,Net 44,44,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,2826.13,8.0,226.09,225565.1,2023-10-17,0,0.5
INV-2023-0079,2021-01-01,1,2021-04-01,Net 90,90,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31629.21,6.25,1976.83,225975.49,2021-04-01,0,0.5
INV-2022-0185,2021-01-01,1,2021-04-01,Net 90,90,USD,V018,Beacon Partners Group,"7292 Market St, San Francisco, FL 70566",billing@beacon-partners.com,PY-1787494,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27357.38,6.25,1709.84,97086.73,2021-05-12,1,0.5
