invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late
INV-2023-0209,2023-10-24,10,2023-11-23,Net 30,30,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,9898.83,6.25,618.68,10517.51,2023-11-23,0
INV-2023-0063,2023-03-29,3,2023-04-28,Net 30,30,USD,V018,Beacon Partners Group,"7292 Market St, San Francisco, FL 70566",billing@beacon-partners.com,PY-1787494,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,37085.03,7.5,2781.38,39866.41,2023-04-28,0
INV-2022-0184,2022-10-14,10,2022-10-29,Net 15,15,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,38772.58,8.5,3295.67,42068.25,2022-12-02,1
INV-2024-0233,2024-10-13,10,2024-12-12,Net 60,60,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,40499.36,7.0,2834.96,43334.32,2024-12-12,0
INV-2022-0209,2022-11-07,11,2022-12-07,Net 30,30,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,44381.88,6.25,2773.87,47155.75,2022-12-07,0
INV-2022-0139,2022-07-27,7,2022-08-11,Net 15,15,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,43008.69,9.0,3870.78,46879.47,2022-08-17,1
INV-2023-0182,2023-09-10,9,2023-11-09,Net 60,60,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,49598.52,8.5,4215.87,53814.39,2023-12-03,1
INV-2023-0059,2023-03-22,3,2023-05-06,Net 45,45,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,21693.68,6.25,1355.86,23049.54,2023-05-06,0
INV-2023-0215,2023-11-01,11,2023-12-01,Net 30,30,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,45312.3,8.25,3738.26,49050.56,2023-12-01,0
INV-2023-0194,2023-09-25,9,2023-10-25,Net 30,30,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,47693.44,7.0,3338.54,51031.98,2023-11-11,1
INV-2022-0046,2022-02-24,2,2022-03-26,Net 30,30,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,39266.49,8.5,3337.65,42604.14,2022-03-26,0
INV-2024-0132,2024-06-30,6,2024-07-15,Net 15,15,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,1527.52,7.0,106.93,1634.45,2024-08-05,1
INV-2024-0244,2024-11-01,11,2024-12-01,Net 30,30,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,9007.89,6.25,562.99,9570.88,2024-12-17,1
INV-2023-0204,2023-10-19,10,2023-11-18,Net 30,30,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,11008.14,8.0,880.65,11888.79,2023-11-18,0
INV-2024-0196,2024-09-06,9,2024-11-05,Net 60,60,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,1211.87,7.5,90.89,1302.76,2024-11-05,0
INV-2023-0113,2023-05-30,5,2023-06-14,Net 15,15,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,25433.57,7.0,1780.35,27213.92,2023-06-18,1
INV-2022-0154,2022-08-25,8,2022-09-24,Net 30,30,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,8414.05,7.5,631.05,9045.1,2022-09-24,0
INV-2022-0240,2022-12-14,12,2022-12-29,Net 15,15,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,25415.58,8.5,2160.32,27575.9,2022-12-29,0
INV-2023-0188,2023-09-19,9,2023-10-04,Net 15,15,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,27578.74,8.5,2344.19,29922.93,2023-10-04,0
INV-2023-0192,2023-09-22,9,2023-10-07,Net 15,15,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2470.67,7.0,172.95,2643.62,2023-10-22,1
INV-2022-0256,2022-12-30,12,2023-02-13,Net 45,45,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2633.46,8.25,217.26,2850.72,2023-02-13,0
INV-2022-0218,2022-11-17,11,2022-12-02,Net 15,15,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,7489.35,9.0,674.04,8163.39,2022-12-02,0
INV-2022-0182,2022-10-13,10,2022-11-27,Net 45,45,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,19390.02,8.5,1648.15,21038.17,2022-11-27,0
INV-2022-0107,2022-05-29,5,2022-07-13,Net 45,45,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,10004.8,7.0,700.34,10705.14,2022-07-13,0
INV-2023-0034,2023-02-10,2,2023-03-27,Net 45,45,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,44429.71,9.0,3998.67,48428.38,2023-03-27,0
INV-2024-0195,2024-09-04,9,2024-09-19,Net 15,15,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28312.26,8.0,2264.98,30577.24,2024-09-19,0
INV-2023-0069,2023-04-01,4,2023-05-16,Net 45,45,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,34596.12,8.25,2854.18,37450.3,2023-05-16,0
INV-2024-0056,2024-03-10,3,2024-03-25,Net 15,15,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,48403.27,9.0,4356.29,52759.56,2024-04-06,1
INV-2024-0226,2024-10-09,10,2024-12-08,Net 60,60,USD,V056,Global Works Group,"7141 Innovation Rd, Houston, FL 18512",billing@global-works.com,EI-9112074,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,26541.08,8.5,2255.99,28797.07,2024-12-08,0
INV-2024-0043,2024-02-23,2,2024-04-23,Net 60,60,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,23829.76,7.0,1668.08,25497.84,2024-05-29,1
INV-2023-0076,2023-04-05,4,2023-04-20,Net 15,15,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,10367.6,8.0,829.41,11197.01,2023-05-16,1
INV-2024-0007,2024-01-08,1,2024-02-22,Net 45,45,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,36401.71,7.5,2730.13,39131.84,2024-04-03,1
INV-2023-0107,2023-05-24,5,2023-07-23,Net 60,60,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,10749.33,6.25,671.83,11421.16,2023-08-29,1
INV-2023-0085,2023-04-26,4,2023-05-26,Net 30,30,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,17470.53,6.25,1091.91,18562.44,2023-06-25,1
INV-2022-0081,2022-04-24,4,2022-05-24,Net 30,30,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,12390.86,7.0,867.36,13258.22,2022-05-24,0
INV-2024-0016,2024-01-19,1,2024-02-18,Net 30,30,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,43892.38,7.0,3072.47,46964.85,2024-03-26,1
INV-2022-0252,2022-12-27,12,2023-01-26,Net 30,30,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,18918.07,6.25,1182.38,20100.45,2023-01-30,1
INV-2022-0234,2022-12-07,12,2023-01-21,Net 45,45,USD,V082,Acme Labs Inc,"2298 Enterprise Ave, Austin, NY 23859",billing@acme-labs.com,RB-3008960,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,29364.83,9.0,2642.83,32007.66,2023-01-21,0
INV-2024-0032,2024-02-09,2,2024-02-24,Net 15,15,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,25210.35,8.0,2016.83,27227.18,2024-03-14,1
INV-2024-0026,2024-01-31,1,2024-03-31,Net 60,60,USD,V090,Apex Medical LLC,"3729 Industrial Dr, New York, TX 29250",billing@apex-medical.com,UD-7247794,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,48096.76,7.0,3366.77,51463.53,2024-03-31,0
INV-2024-0184,2024-08-26,8,2024-09-25,Net 30,30,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,45522.65,6.25,2845.17,48367.82,2024-10-07,1
INV-2023-0062,2023-03-25,3,2023-05-24,Net 60,60,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,21967.87,9.0,1977.11,23944.98,2023-05-24,0
INV-2024-0080,2024-04-14,4,2024-06-13,Net 60,60,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,47079.12,9.0,4237.12,51316.24,2024-06-13,0
INV-2022-0210,2022-11-07,11,2023-01-06,Net 60,60,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3037.54,7.0,212.63,3250.17,2023-01-22,1
INV-2022-0170,2022-09-19,9,2022-11-18,Net 60,60,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,18170.63,8.0,1453.65,19624.28,2022-12-29,1
INV-2023-0035,2023-02-10,2,2023-03-27,Net 45,45,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,14949.6,7.0,1046.47,15996.07,2023-04-16,1
INV-2022-0103,2022-05-23,5,2022-07-07,Net 45,45,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,26802.16,7.0,1876.15,28678.31,2022-07-07,0
INV-2022-0236,2022-12-08,12,2023-02-06,Net 60,60,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,44948.78,8.0,3595.9,48544.68,2023-02-20,1
INV-2022-0161,2022-09-01,9,2022-10-01,Net 30,30,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,33503.21,8.25,2764.01,36267.22,2022-11-06,1
INV-2023-0094,2023-05-05,5,2023-06-04,Net 30,30,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,48875.55,9.0,4398.8,53274.35,2023-06-21,1
INV-2022-0013,2022-01-12,1,2022-03-13,Net 60,60,USD,V048,Pacific Tech Co,"9461 Market St, New York, CA 22910",billing@pacific-tech.com,HH-9469872,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,8080.65,7.5,606.05,8686.7,2022-03-13,0
INV-2023-0144,2023-07-15,7,2023-09-13,Net 60,60,USD,V055,Beacon Security Co,"2126 Tech Park Way, Dallas, OH 69383",billing@beacon-security.com,JE-4757974,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,38602.46,8.0,3088.2,41690.66,2023-09-13,0
INV-2022-0040,2022-02-11,2,2022-03-13,Net 30,30,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,32599.0,8.5,2770.91,35369.91,2022-03-13,0
INV-2023-0222,2023-11-09,11,2023-12-09,Net 30,30,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,16728.22,7.5,1254.62,17982.84,2023-12-09,0
INV-2023-0174,2023-08-17,8,2023-10-16,Net 60,60,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,27997.12,7.5,2099.78,30096.9,2023-10-16,0
INV-2022-0098,2022-05-14,5,2022-05-29,Net 15,15,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,4671.09,9.0,420.4,5091.49,2022-05-29,0
INV-2024-0277,2024-12-26,12,2025-02-09,Net 45,45,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,8692.24,9.0,782.3,9474.54,2025-02-09,0
INV-2024-0238,2024-10-27,10,2024-12-11,Net 45,45,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,10226.1,6.25,639.13,10865.23,2024-12-11,0
INV-2024-0163,2024-08-05,8,2024-08-20,Net 15,15,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,35364.6,7.0,2475.52,37840.12,2024-08-20,0
INV-2022-0055,2022-03-14,3,2022-04-28,Net 45,45,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,13621.52,7.0,953.51,14575.03,2022-04-28,0
INV-2023-0028,2023-02-03,2,2023-02-18,Net 15,15,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,36441.2,6.25,2277.57,38718.77,2023-02-18,0
INV-2023-0155,2023-08-01,8,2023-09-15,Net 45,45,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28438.62,8.0,2275.09,30713.71,2023-10-19,1
INV-2024-0094,2024-05-08,5,2024-06-07,Net 30,30,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,29342.96,7.5,2200.72,31543.68,2024-06-07,0
INV-2022-0095,2022-05-10,5,2022-06-09,Net 30,30,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,9597.34,8.25,791.78,10389.12,2022-06-09,0
INV-2024-0150,2024-07-19,7,2024-08-03,Net 15,15,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,24744.4,7.0,1732.11,26476.51,2024-09-08,1
INV-2022-0174,2022-09-23,9,2022-10-08,Net 15,15,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,13245.21,8.0,1059.62,14304.83,2022-10-20,1
INV-2024-0051,2024-03-03,3,2024-05-02,Net 60,60,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,14199.33,8.25,1171.44,15370.77,2024-06-01,1
INV-2022-0166,2022-09-10,9,2022-11-09,Net 60,60,USD,V039,Elite Labs Group,"237 Innovation Rd, Dallas, AZ 29963",billing@elite-labs.com,TX-2849396,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,14750.04,7.0,1032.5,15782.54,2022-11-09,0
INV-2024-0073,2024-04-01,4,2024-05-31,Net 60,60,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,42684.51,8.5,3628.18,46312.69,2024-06-17,1
INV-2022-0119,2022-06-13,6,2022-07-13,Net 30,30,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,24508.39,7.0,1715.59,26223.98,2022-07-13,0
INV-2022-0071,2022-04-05,4,2022-06-04,Net 60,60,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,30902.22,8.5,2626.69,33528.91,2022-06-04,0
INV-2024-0079,2024-04-12,4,2024-05-27,Net 45,45,USD,V033,Nexus Tech Inc,"504 Corporate Ln, New York, TX 70100",billing@nexus-tech.com,EF-4196340,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,4207.34,6.25,262.96,4470.3,2024-05-27,0
INV-2022-0230,2022-12-02,12,2023-01-31,Net 60,60,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,10150.43,8.5,862.79,11013.22,2023-01-31,0
INV-2024-0074,2024-04-01,4,2024-05-31,Net 60,60,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,29051.99,7.5,2178.9,31230.89,2024-05-31,0
INV-2022-0155,2022-08-26,8,2022-10-25,Net 60,60,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,41791.12,8.25,3447.77,45238.89,2022-10-25,0
INV-2023-0011,2023-01-16,1,2023-03-17,Net 60,60,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,42277.68,7.0,2959.44,45237.12,2023-04-23,1
INV-2024-0123,2024-06-17,6,2024-08-16,Net 60,60,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,43109.55,8.25,3556.54,46666.09,2024-08-16,0
INV-2023-0088,2023-04-28,4,2023-06-27,Net 60,60,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,11952.2,9.0,1075.7,13027.9,2023-06-27,0
INV-2024-0126,2024-06-20,6,2024-07-20,Net 30,30,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,26073.07,8.25,2151.03,28224.1,2024-07-20,0
INV-2024-0251,2024-11-14,11,2024-12-14,Net 30,30,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,34416.14,8.5,2925.37,37341.51,2025-01-06,1
INV-2023-0086,2023-04-27,4,2023-06-26,Net 60,60,USD,V054,Swift Medical Group,"324 Market St, Dallas, TX 88477",billing@swift-medical.com,FE-9671370,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5234.21,7.0,366.39,5600.6,2023-07-04,1
INV-2024-0139,2024-07-05,7,2024-07-20,Net 15,15,USD,V018,Beacon Partners Group,"7292 Market St, San Francisco, FL 70566",billing@beacon-partners.com,PY-1787494,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,30712.97,8.5,2610.6,33323.57,2024-08-08,1
INV-2024-0212,2024-09-20,9,2024-11-04,Net 45,45,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,28181.3,7.0,1972.69,30153.99,2024-11-04,0
INV-2024-0180,2024-08-21,8,2024-10-05,Net 45,45,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,48202.42,8.25,3976.7,52179.12,2024-10-05,0
INV-2023-0130,2023-06-21,6,2023-07-21,Net 30,30,USD,V076,Bright Cloud Inc,"4624 Innovation Rd, Austin, CA 43536",billing@bright-cloud.com,NS-1703662,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,20007.46,7.0,1400.52,21407.98,2023-07-21,0
INV-2024-0245,2024-11-01,11,2024-12-16,Net 45,45,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,37435.89,6.25,2339.74,39775.63,2024-12-16,0
INV-2022-0091,2022-05-08,5,2022-05-23,Net 15,15,USD,V013,Summit Partners Corp,"512 Innovation Rd, Los Angeles, CO 70692",billing@summit-partners.com,YD-8122313,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,45012.82,8.25,3713.56,48726.38,2022-06-07,1
