invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2023-0143,2023-09-11,9,2023-11-06,Net 56,56,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,33993.91,6.25,2124.62,1.0,2023-12-12,1,1.0
INV-2024-0078,2024-03-07,3,2024-04-28,Net 52,52,USD,V037,Delta Logistics Co,"4773 Tech Park Way, Miami, OH 75215",billing@delta-logistics.com,BF-1317537,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,23314.47,8.25,1923.44,26185.03,2024-04-28,0,1.0
INV-2024-0170,2024-08-05,8,2024-11-03,Net 90,90,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,5717.37,8.0,457.39,1.0,2024-11-03,0,1.0
INV-2023-0117,2022-10-05,10,2022-11-04,Net 30,30,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,15559.97,8.0,1244.8,28268.28,2022-11-18,1,1.0
INV-2023-0053,2023-01-21,1,2023-02-14,Net 24,24,USD,V079,Alpha Partners Inc,"6054 Innovation Rd, Miami, WA 66373",billing@alpha-partners.com,YO-4185714,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,17814.91,7.0,1247.04,118160.58,2023-02-14,0,1.0
INV-2022-0118,2021-11-19,11,2021-12-10,Net 21,21,USD,V008,Apex Security LLC,"9923 Commerce Blvd, Chicago, IL 26364",billing@apex-security.com,DP-2100567,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,31666.6,8.25,2612.49,65168.06,2022-01-03,1,1.0
INV-2022-0106,2025-11-22,11,2025-11-23,Net 1,1,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",39,27440.74,6.25,1715.05,12372.6,2025-12-08,1,1.0
INV-2024-0035,2022-07-25,7,2022-07-28,Net 3,3,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8789.26,9.0,791.03,18756.02,2022-07-28,0,1.0
INV-2022-0052,2022-06-13,6,2022-09-11,Net 90,90,USD,V031,Titan Capital LLC,"2971 Industrial Dr, San Francisco, GA 11015",billing@titan-capital.com,AV-9416320,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3624.93,7.5,271.87,1.0,2022-09-28,1,1.0
INV-2024-0229,2024-03-07,3,2024-03-08,Net 1,1,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",29,21398.52,8.25,1765.38,1.0,2024-03-08,0,1.0
INV-2023-0010,2023-06-30,6,2023-07-01,Net 1,1,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,7299.41,7.0,510.96,10865.67,2023-07-05,1,1.0
INV-2022-0047,2021-04-04,4,2021-07-03,Net 90,90,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37444.96,6.25,2340.31,1.0,2021-07-03,0,1.0
INV-2022-0235,2022-09-07,9,2022-12-06,Net 90,90,USD,V069,Titan Security Corp,"1892 Enterprise Ave, San Francisco, AZ 11645",billing@titan-security.com,DV-7671318,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,581.37,7.5,43.6,1.0,2023-01-15,1,1.0
INV-2023-0263,2021-01-01,1,2021-01-02,Net 1,1,USD,V073,Acme Systems Group,"3672 Innovation Rd, Dallas, TX 47148",billing@acme-systems.com,KV-6786265,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,11371.93,6.25,710.75,56594.37,2021-01-02,0,1.0
INV-2024-0031,2024-03-08,3,2024-05-01,Net 54,54,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8806.82,8.5,748.58,1.0,2024-05-01,0,1.0
INV-2023-0181,2023-10-22,10,2023-11-08,Net 17,17,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,46475.99,6.25,2904.75,165078.94,2023-11-08,0,1.0
INV-2022-0247,2021-01-01,1,2021-01-28,Net 27,27,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4113.68,7.5,308.53,1.0,2021-01-28,0,1.0
INV-2022-0084,2021-10-03,10,2022-01-01,Net 90,90,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,37594.26,8.0,3007.54,163091.91,2022-01-01,0,1.0
INV-2023-0209,2025-01-07,1,2025-04-07,Net 90,90,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,9898.83,6.25,618.68,2754.93,2025-04-07,0,1.0
INV-2023-0063,2025-10-10,10,2025-11-20,Net 41,41,USD,V018,Beacon Partners Group,"7292 Market St, San Francisco, FL 70566",billing@beacon-partners.com,PY-1787494,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,37085.03,7.5,2781.38,1.0,2025-11-20,0,1.0
INV-2022-0184,2021-01-01,1,2021-02-07,Net 37,37,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,38772.58,8.5,3295.67,150265.59,2021-03-13,1,1.0
INV-2024-0233,2025-12-31,12,2026-03-21,Net 80,80,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40499.36,7.0,2834.96,58625.12,2026-03-21,0,1.0
INV-2022-0209,2022-09-25,9,2022-09-26,Net 1,1,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,44381.88,6.25,2773.87,45889.74,2022-09-26,0,1.0
INV-2022-0139,2025-08-31,8,2025-10-06,Net 36,36,USD,V029,Nexus Freight Group,"639 Enterprise Ave, Atlanta, FL 30159",billing@nexus-freight.com,VQ-5010912,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,43008.69,9.0,3870.78,51245.7,2025-10-12,1,1.0
INV-2023-0182,2023-07-28,7,2023-08-28,Net 31,31,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,49598.52,8.5,4215.87,121099.27,2023-09-21,1,1.0
INV-2023-0059,2025-12-31,12,2026-03-31,Net 90,90,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,21693.68,6.25,1355.86,63695.93,2026-03-31,0,1.0
INV-2023-0215,2023-10-21,10,2023-12-25,Net 65,65,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",25,45312.3,8.25,3738.26,1.0,2023-12-25,0,1.0
INV-2023-0194,2025-12-31,12,2026-01-01,Net 1,1,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,47693.44,7.0,3338.54,21432.99,2026-01-18,1,1.0
INV-2022-0046,2021-01-01,1,2021-03-16,Net 74,74,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,39266.49,8.5,3337.65,1.0,2021-03-16,0,1.0
INV-2024-0132,2023-09-19,9,2023-10-25,Net 36,36,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,1527.52,7.0,106.93,1.0,2023-11-15,1,1.0
INV-2024-0244,2025-10-21,10,2025-11-19,Net 29,29,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,9007.89,6.25,562.99,21508.89,2025-12-05,1,1.0
INV-2023-0204,2023-07-08,7,2023-10-01,Net 85,85,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,11008.14,8.0,880.65,1.0,2023-10-01,0,1.0
INV-2024-0196,2021-01-01,1,2021-01-02,Net 1,1,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,1211.87,7.5,90.89,1.0,2021-01-02,0,1.0
INV-2023-0113,2023-12-09,12,2024-02-08,Net 61,61,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,25433.57,7.0,1780.35,16474.51,2024-02-12,1,1.0
INV-2022-0154,2021-01-01,1,2021-01-02,Net 1,1,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,8414.05,7.5,631.05,1.0,2021-01-02,0,1.0
INV-2022-0240,2022-01-18,1,2022-01-19,Net 1,1,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,25415.58,8.5,2160.32,1.0,2022-01-19,0,1.0
INV-2023-0188,2023-08-03,8,2023-08-04,Net 1,1,USD,V084,Bright Medical LLC,"7183 Tech Park Way, Los Angeles, AZ 27771",billing@bright-medical.com,XQ-6499593,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,27578.74,8.5,2344.19,59151.39,2023-08-04,0,1.0
INV-2023-0192,2021-10-07,10,2021-10-08,Net 1,1,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2470.67,7.0,172.95,45695.05,2021-10-23,1,1.0
INV-2022-0256,2024-03-01,3,2024-03-12,Net 11,11,USD,V044,Global Systems Inc,"1376 Market St, Chicago, OH 18717",billing@global-systems.com,ZW-1067661,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,2633.46,8.25,217.26,1.0,2024-03-12,0,1.0
INV-2022-0218,2023-05-28,5,2023-06-30,Net 33,33,USD,V091,Pioneer Logistics Co,"8440 Innovation Rd, Los Angeles, TX 34762",billing@pioneer-logistics.com,GH-1378165,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,7489.35,9.0,674.04,1.0,2023-06-30,0,1.0
INV-2022-0182,2021-08-03,8,2021-09-11,Net 39,39,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,19390.02,8.5,1648.15,66581.52,2021-09-11,0,1.0
INV-2022-0107,2022-05-16,5,2022-08-14,Net 90,90,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,10004.8,7.0,700.34,1.0,2022-08-14,0,1.0
INV-2023-0034,2022-09-14,9,2022-09-15,Net 1,1,USD,V041,Titan Tech Group,"8572 Tech Park Way, Austin, CA 38732",billing@titan-tech.com,ZS-8757202,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,44429.71,9.0,3998.67,27508.28,2022-09-15,0,1.0
INV-2024-0195,2024-08-30,8,2024-09-18,Net 19,19,USD,V007,Pinnacle Legal LLC,"6765 Business Pkwy, San Francisco, FL 78385",billing@pinnacle-legal.com,TJ-4693305,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,28312.26,8.0,2264.98,64709.61,2024-09-18,0,1.0
INV-2023-0069,2021-11-06,11,2021-12-07,Net 31,31,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34596.12,8.25,2854.18,94976.75,2021-12-07,0,1.0
INV-2024-0056,2024-12-30,12,2025-03-30,Net 90,90,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48403.27,9.0,4356.29,64463.29,2025-04-11,1,1.0
INV-2024-0226,2025-12-31,12,2026-03-31,Net 90,90,USD,V056,Global Works Group,"7141 Innovation Rd, Houston, FL 18512",billing@global-works.com,EI-9112074,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,26541.08,8.5,2255.99,1.0,2026-03-31,0,1.0
INV-2024-0043,2023-09-16,9,2023-09-17,Net 1,1,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,23829.76,7.0,1668.08,1.0,2023-10-23,1,1.0
INV-2023-0076,2022-02-16,2,2022-03-04,Net 16,16,USD,V071,Pinnacle Supplies Inc,"8493 Market St, Atlanta, IL 23224",billing@pinnacle-supplies.com,CT-2017433,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10367.6,8.0,829.41,1.0,2022-03-30,1,1.0
INV-2024-0007,2023-01-04,1,2023-04-04,Net 90,90,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,36401.71,7.5,2730.13,54908.97,2023-05-15,1,1.0
INV-2023-0107,2021-02-09,2,2021-05-07,Net 87,87,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10749.33,6.25,671.83,1.0,2021-06-13,1,1.0
INV-2023-0085,2023-12-22,12,2023-12-23,Net 1,1,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",47,17470.53,6.25,1091.91,19424.68,2024-01-22,1,1.0
INV-2022-0081,2022-04-10,4,2022-04-11,Net 1,1,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,12390.86,7.0,867.36,20307.9,2022-04-11,0,1.0
INV-2024-0016,2023-02-17,2,2023-05-18,Net 90,90,USD,V024,Nexus Marketing Group,"6719 Innovation Rd, Atlanta, GA 62224",billing@nexus-marketing.com,CM-6304509,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,43892.38,7.0,3072.47,98131.19,2023-06-24,1,1.0
INV-2022-0252,2024-09-22,9,2024-10-08,Net 16,16,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,18918.07,6.25,1182.38,84551.73,2024-10-12,1,1.0
INV-2022-0234,2022-05-04,5,2022-05-17,Net 13,13,USD,V082,Acme Labs Inc,"2298 Enterprise Ave, Austin, NY 23859",billing@acme-labs.com,RB-3008960,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,29364.83,9.0,2642.83,12301.18,2022-05-17,0,1.0
INV-2024-0032,2024-08-10,8,2024-08-11,Net 1,1,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,25210.35,8.0,2016.83,68164.03,2024-08-30,1,1.0
INV-2024-0026,2023-10-21,10,2024-01-18,Net 89,89,USD,V090,Apex Medical LLC,"3729 Industrial Dr, New York, TX 29250",billing@apex-medical.com,UD-7247794,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,48096.76,7.0,3366.77,36786.45,2024-01-18,0,1.0
INV-2024-0184,2023-08-17,8,2023-08-18,Net 1,1,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,45522.65,6.25,2845.17,209410.73,2023-08-30,1,1.0
INV-2023-0062,2024-11-02,11,2025-01-16,Net 75,75,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,21967.87,9.0,1977.11,64579.31,2025-01-16,0,1.0
INV-2024-0080,2025-12-31,12,2026-02-07,Net 38,38,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,47079.12,9.0,4237.12,130713.79,2026-02-07,0,1.0
INV-2022-0210,2025-01-28,1,2025-04-28,Net 90,90,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,3037.54,7.0,212.63,55408.81,2025-05-14,1,1.0
INV-2022-0170,2021-01-01,1,2021-03-28,Net 86,86,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,18170.63,8.0,1453.65,1.0,2021-05-08,1,1.0
INV-2023-0035,2024-07-03,7,2024-07-04,Net 1,1,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,14949.6,7.0,1046.47,1.0,2024-07-24,1,1.0
INV-2022-0103,2021-01-01,1,2021-02-25,Net 55,55,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",31,26802.16,7.0,1876.15,1.0,2021-02-25,0,1.0
INV-2022-0236,2022-07-15,7,2022-10-13,Net 90,90,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,44948.78,8.0,3595.9,16743.39,2022-10-27,1,1.0
INV-2022-0161,2023-01-10,1,2023-02-15,Net 36,36,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,33503.21,8.25,2764.01,143351.53,2023-03-23,1,1.0
INV-2023-0094,2023-07-21,7,2023-10-10,Net 81,81,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,48875.55,9.0,4398.8,1.0,2023-10-27,1,1.0
INV-2022-0013,2022-03-09,3,2022-06-07,Net 90,90,USD,V048,Pacific Tech Co,"9461 Market St, New York, CA 22910",billing@pacific-tech.com,HH-9469872,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8080.65,7.5,606.05,78465.92,2022-06-07,0,1.0
INV-2023-0144,2024-07-01,7,2024-09-29,Net 90,90,USD,V055,Beacon Security Co,"2126 Tech Park Way, Dallas, OH 69383",billing@beacon-security.com,JE-4757974,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,38602.46,8.0,3088.2,32264.61,2024-09-29,0,1.0
INV-2022-0040,2022-01-08,1,2022-02-02,Net 25,25,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,32599.0,8.5,2770.91,79923.12,2022-02-02,0,1.0
INV-2023-0222,2023-11-26,11,2024-02-10,Net 76,76,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",29,16728.22,7.5,1254.62,146520.75,2024-02-10,0,1.0
INV-2023-0174,2024-01-09,1,2024-02-12,Net 34,34,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,27997.12,7.5,2099.78,5375.68,2024-02-12,0,1.0
INV-2022-0098,2021-10-29,10,2021-12-07,Net 39,39,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4671.09,9.0,420.4,1.0,2021-12-07,0,1.0
INV-2024-0277,2023-02-26,2,2023-05-27,Net 90,90,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8692.24,9.0,782.3,26323.28,2023-05-27,0,1.0
INV-2024-0238,2025-09-27,9,2025-10-18,Net 21,21,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,10226.1,6.25,639.13,24347.53,2025-10-18,0,1.0
INV-2024-0163,2023-09-15,9,2023-09-16,Net 1,1,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35364.6,7.0,2475.52,8668.24,2023-09-16,0,1.0
INV-2022-0055,2022-05-06,5,2022-06-20,Net 45,45,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,13621.52,7.0,953.51,1.0,2022-06-20,0,1.0
INV-2023-0028,2025-03-08,3,2025-06-03,Net 87,87,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,36441.2,6.25,2277.57,21543.52,2025-06-03,0,1.0
INV-2023-0155,2022-11-03,11,2023-01-20,Net 78,78,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,28438.62,8.0,2275.09,32083.79,2023-02-23,1,1.0
INV-2024-0094,2025-09-18,9,2025-11-17,Net 60,60,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,29342.96,7.5,2200.72,33333.03,2025-11-17,0,1.0
INV-2022-0095,2021-08-02,8,2021-09-10,Net 39,39,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,9597.34,8.25,791.78,1.0,2021-09-10,0,1.0
INV-2024-0150,2023-04-01,4,2023-05-26,Net 55,55,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",34,24744.4,7.0,1732.11,1.0,2023-07-01,1,1.0
INV-2022-0174,2022-05-12,5,2022-08-10,Net 90,90,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13245.21,8.0,1059.62,1.0,2022-08-22,1,1.0
INV-2024-0051,2022-12-17,12,2022-12-18,Net 1,1,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,14199.33,8.25,1171.44,95979.55,2023-01-17,1,1.0
